1234742520 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1234744485 1001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1235143124 1074 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1235144058 1080 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1235145967 1131 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1235148587 1138 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1235246440 1174 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1235321171 1221 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1235321443 1225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1235322918 1251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1235393314 1499 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1235419470 1627 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1235422383 1645 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1235425430 1656 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1235499238 1785 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1235906127 1807 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236005364 2075 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236041775 2430 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236042926 2507 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236044168 2588 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236104253 2969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236123097 3064 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236157713 3073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236158557 3075 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236162579 3188 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236164060 3210 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236164644 3225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236190539 3584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236190567 3606 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236256870 3901 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236257601 3976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236259329 4038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236260154 4050 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236260711 4078 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236273456 4122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236365392 4472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236442115 4535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236558221 4643 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236604111 4651 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236604149 4716 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236616002 4749 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236619319 4751 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1236943355 4781 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237106666 4783 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237111911 4796 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237116695 4808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237117911 4821 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237117984 4825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1237129343 4840 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1238758983 33676 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1238849415 34006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1238856823 34041 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1239782908 35800 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1239823390 36017 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1239874599 36017 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1239874664 36162 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1239880802 36162 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1239880822 36167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1239880835 36220 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1239882154 36238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
